fruit_label,fruit_name,fruit_subtype,mass,width,height,color_score
29,passion_fruit,unknown,41.0,5.0,5.6,0.64
3,orange,valencia,127.0,8.5,6.8,0.75
15,kiwi,unknown,75.0,5.9,6.0,0.69
13,watermelon,unknown,2915.0,19.3,30.8,0.53
10,tomato,unknown,114.0,7.4,5.6,0.64
28,persimmon,unknown,183.0,7.8,6.5,0.78
3,orange,valencia,200.0,6.9,7.0,0.75
11,strawberry,unknown,23.0,3.0,4.3,0.88
6,peach,unknown,216.0,7.8,7.4,0.84
12,grape,unknown,10.0,1.5,2.7,0.62
8,banana,unknown,131.0,3.8,15.6,0.9
11,strawberry,unknown,19.0,3.4,3.2,0.92
16,cherry,unknown,9.0,2.4,2.2,0.93
15,kiwi,unknown,62.0,5.0,6.9,0.72
26,lychee,unknown,27.0,3.7,3.1,0.9
20,guava,unknown,186.0,5.3,5.9,0.62
12,grape,unknown,7.0,2.1,2.8,0.65
13,watermelon,unknown,2525.0,19.5,28.5,0.57
27,starfruit,unknown,82.0,5.8,9.7,0.7
21,plum,unknown,52.0,5.1,5.6,0.66
3,orange,valencia,189.0,6.6,8.1,0.73
15,kiwi,unknown,85.0,5.3,6.2,0.75
21,plum,unknown,64.0,4.9,4.8,0.69
25,coconut,unknown,882.0,15.4,19.7,0.55
27,starfruit,unknown,79.0,5.2,9.5,0.68
13,watermelon,unknown,2598.0,15.8,31.4,0.53
24,durian,unknown,1833.0,19.1,23.9,0.68
25,coconut,unknown,1148.0,16.5,16.7,0.6
21,plum,unknown,66.0,4.7,5.9,0.7
19,dragon_fruit,unknown,363.0,8.5,12.5,0.86
17,avocado,unknown,191.0,6.8,8.8,0.52
1,apple,fuji,105.0,8.3,8.2,0.7
27,starfruit,unknown,91.0,5.4,10.3,0.72
12,grape,unknown,7.0,1.8,2.8,0.59
14,pineapple,unknown,1513.0,10.6,18.9,0.79
2,mandarin,clementine,75.0,5.4,4.6,0.74
15,kiwi,unknown,61.0,5.4,5.9,0.63
3,orange,valencia,175.0,5.9,8.4,0.77
17,avocado,unknown,178.0,5.6,9.9,0.52
5,pear,unknown,151.0,6.6,10.2,0.73
15,kiwi,unknown,75.0,4.9,6.0,0.7
4,lemon,meyer,133.0,6.8,8.1,0.73
26,lychee,unknown,25.0,4.0,3.0,0.87
25,coconut,unknown,1344.0,13.0,17.0,0.59
17,avocado,unknown,193.0,7.0,10.0,0.53
3,orange,valencia,148.0,6.4,7.2,0.8
14,pineapple,unknown,1264.0,11.6,18.2,0.83
26,lychee,unknown,15.0,2.9,3.9,0.88
22,lime,unknown,62.0,5.2,5.6,0.53
10,tomato,unknown,89.0,6.0,5.6,0.67
4,lemon,meyer,106.0,5.5,7.9,0.72
1,apple,fuji,169.0,7.5,7.5,0.7
16,cherry,unknown,11.0,2.7,2.4,0.93
26,lychee,unknown,22.0,3.8,2.5,0.81
25,coconut,unknown,1210.0,15.7,17.8,0.56
18,papaya,unknown,533.0,12.3,24.8,0.78
1,apple,fuji,225.0,7.5,6.8,0.72
1,apple,fuji,205.0,7.5,6.0,0.83
20,guava,unknown,181.0,6.1,7.6,0.59
17,avocado,unknown,202.0,6.1,8.9,0.53
6,peach,unknown,138.0,6.5,6.4,0.84
28,persimmon,unknown,239.0,6.5,6.5,0.8
14,pineapple,unknown,1617.0,13.3,17.8,0.77
17,avocado,unknown,149.0,7.5,7.3,0.48
26,lychee,unknown,27.0,3.3,3.4,0.83
9,pomegranate,unknown,278.0,7.9,8.6,0.59
13,watermelon,unknown,2547.0,20.0,31.6,0.55
28,persimmon,unknown,220.0,7.7,4.4,0.82
30,apricot,unknown,41.0,4.5,4.9,0.78
21,plum,unknown,55.0,5.4,4.1,0.7
2,mandarin,clementine,85.0,5.3,4.6,0.85
5,pear,unknown,155.0,8.4,9.0,0.72
22,lime,unknown,50.0,4.5,5.2,0.51
2,mandarin,clementine,68.0,5.2,3.8,0.84
14,pineapple,unknown,1488.0,17.1,19.8,0.73
30,apricot,unknown,43.0,4.1,4.3,0.78
17,avocado,unknown,183.0,6.5,8.6,0.5
23,grapefruit,unknown,420.0,9.9,9.4,0.74
22,lime,unknown,76.0,4.8,4.6,0.53
15,kiwi,unknown,82.0,5.1,5.3,0.7
4,lemon,meyer,130.0,6.2,8.7,0.72
16,cherry,unknown,10.0,2.8,2.3,0.94
17,avocado,unknown,172.0,6.8,9.7,0.55
7,mango,unknown,294.0,8.7,13.5,0.8
5,pear,unknown,126.0,7.1,9.9,0.72
22,lime,unknown,70.0,4.6,6.0,0.51
9,pomegranate,unknown,269.0,9.9,8.5,0.55
18,papaya,unknown,367.0,7.2,18.0,0.76
2,mandarin,clementine,96.0,6.1,4.6,0.8
27,starfruit,unknown,103.0,6.1,10.0,0.78
29,passion_fruit,unknown,42.0,5.4,6.5,0.74
6,peach,unknown,152.0,6.4,6.5,0.85
23,grapefruit,unknown,283.0,11.7,9.8,0.74
24,durian,unknown,2044.0,19.3,23.4,0.67
18,papaya,unknown,570.0,8.9,19.5,0.72
27,starfruit,unknown,79.0,5.8,11.1,0.68
15,kiwi,unknown,77.0,4.8,6.6,0.75
16,cherry,unknown,9.0,1.8,2.2,0.91
22,lime,unknown,68.0,4.7,4.9,0.49
11,strawberry,unknown,22.0,3.0,4.5,0.92
17,avocado,unknown,140.0,6.4,9.1,0.54
10,tomato,unknown,106.0,6.5,5.2,0.66
21,plum,unknown,53.0,5.3,5.1,0.73
22,lime,unknown,51.0,4.8,4.7,0.5
21,plum,unknown,49.0,4.9,6.0,0.72
23,grapefruit,unknown,410.0,9.8,12.6,0.72
25,coconut,unknown,991.0,14.5,19.4,0.58
4,lemon,meyer,111.0,6.7,8.6,0.79
6,peach,unknown,146.0,6.6,6.4,0.83
14,pineapple,unknown,1567.0,13.1,18.7,0.77
20,guava,unknown,188.0,6.2,7.6,0.6
10,tomato,unknown,101.0,6.9,5.4,0.67
21,plum,unknown,44.0,4.8,6.1,0.71
6,peach,unknown,125.0,6.2,6.8,0.89
9,pomegranate,unknown,242.0,9.2,10.1,0.66
12,grape,unknown,10.0,1.9,2.6,0.54
2,mandarin,clementine,53.0,6.4,4.6,0.83
24,durian,unknown,2407.0,18.4,23.4,0.61
18,papaya,unknown,473.0,10.3,18.1,0.72
2,mandarin,clementine,71.0,5.3,4.7,0.78
19,dragon_fruit,unknown,359.0,8.2,10.1,0.81
5,pear,unknown,204.0,8.7,9.1,0.78
10,tomato,unknown,110.0,6.5,6.0,0.6
17,avocado,unknown,157.0,7.5,9.5,0.55
1,apple,fuji,116.0,5.9,6.9,0.8
29,passion_fruit,unknown,40.0,5.6,5.4,0.68
14,pineapple,unknown,1860.0,14.0,19.4,0.74
6,peach,unknown,136.0,6.6,7.2,0.8
8,banana,unknown,100.0,3.5,17.2,0.89
21,plum,unknown,63.0,4.8,5.3,0.66
16,cherry,unknown,11.0,2.6,1.7,0.93
6,peach,unknown,145.0,5.8,7.0,0.78
27,starfruit,unknown,85.0,5.7,10.1,0.68
2,mandarin,clementine,74.0,6.0,4.5,0.75
26,lychee,unknown,29.0,4.2,3.5,0.86
9,pomegranate,unknown,318.0,8.9,7.7,0.6
21,plum,unknown,65.0,4.8,4.5,0.75
28,persimmon,unknown,174.0,8.5,6.4,0.79
30,apricot,unknown,45.0,3.6,4.7,0.81
24,durian,unknown,2600.0,16.8,20.7,0.65
27,starfruit,unknown,96.0,6.5,9.7,0.74
30,apricot,unknown,43.0,4.9,3.9,0.8
13,watermelon,unknown,2950.0,20.0,32.5,0.51
18,papaya,unknown,524.0,11.7,20.9,0.78
17,avocado,unknown,171.0,7.4,10.2,0.53
20,guava,unknown,164.0,6.1,6.8,0.56
8,banana,unknown,113.0,3.8,15.3,0.78
18,papaya,unknown,630.0,10.1,20.7,0.73
13,watermelon,unknown,2292.0,17.2,28.1,0.55
9,pomegranate,unknown,280.0,9.3,8.6,0.6
18,papaya,unknown,399.0,9.9,20.6,0.81
3,orange,valencia,164.0,6.8,6.2,0.79
17,avocado,unknown,221.0,5.6,7.9,0.57
27,starfruit,unknown,82.0,5.4,8.4,0.69
26,lychee,unknown,28.0,3.5,3.7,0.81
21,plum,unknown,63.0,4.6,4.9,0.67
26,lychee,unknown,25.0,3.4,2.9,0.8
21,plum,unknown,55.0,5.3,5.2,0.71
12,grape,unknown,6.0,2.3,2.5,0.66
2,mandarin,clementine,94.0,6.0,4.2,0.75
29,passion_fruit,unknown,52.0,4.6,5.1,0.7
6,peach,unknown,172.0,6.5,6.5,0.82
4,lemon,meyer,158.0,6.2,8.4,0.81
29,passion_fruit,unknown,42.0,5.6,5.7,0.69
22,lime,unknown,52.0,4.5,4.7,0.51
14,pineapple,unknown,1432.0,11.8,22.9,0.69
5,pear,unknown,208.0,7.3,10.4,0.79
5,pear,unknown,173.0,7.2,9.0,0.78
10,tomato,unknown,107.0,5.6,5.1,0.61
3,orange,valencia,167.0,7.0,7.3,0.81
5,pear,unknown,210.0,6.9,10.6,0.81
21,plum,unknown,71.0,5.1,5.1,0.67
25,coconut,unknown,1204.0,14.4,18.2,0.57
24,durian,unknown,2145.0,19.0,26.1,0.64
19,dragon_fruit,unknown,406.0,9.1,11.3,1.0
6,peach,unknown,146.0,8.6,7.6,0.84
4,lemon,meyer,107.0,5.4,8.5,0.78
1,apple,fuji,219.0,8.5,6.4,0.81
24,durian,unknown,2311.0,16.6,26.4,0.6
26,lychee,unknown,19.0,3.9,3.6,0.85
9,pomegranate,unknown,296.0,9.3,7.7,0.67
26,lychee,unknown,28.0,3.5,3.5,0.84
8,banana,unknown,120.0,3.3,17.0,0.95
12,grape,unknown,9.0,1.9,2.2,0.63
30,apricot,unknown,42.0,4.1,4.6,0.82
6,peach,unknown,122.0,8.0,7.7,0.82
22,lime,unknown,50.0,5.1,6.1,0.53
7,mango,unknown,229.0,8.6,11.0,0.75
1,apple,fuji,150.0,7.8,8.8,0.74
7,mango,unknown,300.0,7.3,12.9,0.83
7,mango,unknown,289.0,7.2,13.5,0.84
17,avocado,unknown,173.0,6.7,9.3,0.57
4,lemon,meyer,109.0,5.5,8.2,0.69
14,pineapple,unknown,1667.0,12.6,25.6,0.78
5,pear,unknown,171.0,6.1,11.0,0.74
25,coconut,unknown,1492.0,13.9,18.8,0.71
25,coconut,unknown,1271.0,14.6,18.8,0.64
24,durian,unknown,2452.0,19.1,26.7,0.64
23,grapefruit,unknown,406.0,9.5,11.6,0.79
6,peach,unknown,168.0,6.9,7.3,0.78
6,peach,unknown,142.0,6.3,5.4,0.86
12,grape,unknown,7.0,1.9,2.6,0.6
15,kiwi,unknown,84.0,4.8,5.9,0.66
28,persimmon,unknown,163.0,6.9,6.1,0.84
19,dragon_fruit,unknown,284.0,9.8,11.8,0.91
1,apple,fuji,193.0,8.9,7.7,0.77
8,banana,unknown,117.0,3.2,20.9,0.88
15,kiwi,unknown,75.0,4.3,7.1,0.7
11,strawberry,unknown,15.0,2.3,4.3,0.86
29,passion_fruit,unknown,33.0,4.6,5.5,0.67
11,strawberry,unknown,24.0,2.8,4.3,0.9
26,lychee,unknown,21.0,2.9,3.5,0.87
6,peach,unknown,152.0,7.6,6.9,0.84
24,durian,unknown,2272.0,16.9,25.8,0.68
25,coconut,unknown,1298.0,13.9,18.5,0.6
1,apple,fuji,207.0,7.9,7.1,0.74
10,tomato,unknown,115.0,5.7,6.4,0.6
1,apple,fuji,159.0,7.7,8.2,0.76
12,grape,unknown,8.0,1.8,2.2,0.6
14,pineapple,unknown,1437.0,9.8,21.2,0.7
8,banana,unknown,101.0,2.9,19.3,0.91
24,durian,unknown,2112.0,19.3,28.4,0.61
2,mandarin,clementine,93.0,6.0,3.2,0.78
28,persimmon,unknown,203.0,7.9,6.1,0.84
18,papaya,unknown,396.0,9.2,24.2,0.76
12,grape,unknown,8.0,1.9,2.6,0.57
22,lime,unknown,78.0,5.1,5.8,0.46
3,orange,valencia,100.0,6.6,7.1,0.78
13,watermelon,unknown,2861.0,19.5,30.3,0.57
17,avocado,unknown,185.0,6.5,8.3,0.53
1,apple,fuji,205.0,7.2,7.7,0.74
4,lemon,meyer,131.0,6.3,7.7,0.68
7,mango,unknown,217.0,7.9,11.6,0.82
19,dragon_fruit,unknown,363.0,10.0,11.6,0.84
22,lime,unknown,63.0,3.9,4.6,0.54
9,pomegranate,unknown,342.0,9.0,8.7,0.58
15,kiwi,unknown,75.0,5.4,6.6,0.73
24,durian,unknown,1891.0,19.0,21.6,0.7
8,banana,unknown,110.0,2.5,17.0,0.87
30,apricot,unknown,53.0,4.3,6.0,0.84
10,tomato,unknown,114.0,5.6,5.8,0.7
19,dragon_fruit,unknown,322.0,7.5,11.4,0.89
23,grapefruit,unknown,346.0,12.1,12.4,0.71
24,durian,unknown,2108.0,18.8,25.1,0.67
24,durian,unknown,1945.0,18.8,30.6,0.68
23,grapefruit,unknown,396.0,10.0,9.8,0.72
4,lemon,meyer,144.0,7.0,8.9,0.76
11,strawberry,unknown,14.0,3.1,3.9,0.96
12,grape,unknown,7.0,2.0,2.4,0.64
19,dragon_fruit,unknown,294.0,9.3,12.2,0.91
5,pear,unknown,158.0,7.8,8.6,0.74
27,starfruit,unknown,97.0,5.8,10.3,0.68
16,cherry,unknown,11.0,2.4,2.5,1.0
24,durian,unknown,1757.0,19.0,28.1,0.63
8,banana,unknown,107.0,3.7,19.5,0.87
13,watermelon,unknown,2374.0,23.3,32.4,0.54
23,grapefruit,unknown,315.0,9.3,12.8,0.81
12,grape,unknown,7.0,1.9,2.4,0.56
16,cherry,unknown,11.0,2.9,2.1,0.93
15,kiwi,unknown,91.0,4.1,5.7,0.7
8,banana,unknown,110.0,3.8,18.8,0.91
20,guava,unknown,179.0,6.2,5.6,0.62
15,kiwi,unknown,82.0,4.8,7.2,0.7
28,persimmon,unknown,159.0,6.6,6.4,0.79
7,mango,unknown,222.0,7.4,15.2,0.81
22,lime,unknown,52.0,3.6,6.0,0.55
10,tomato,unknown,120.0,5.3,5.3,0.71
12,grape,unknown,8.0,2.0,2.2,0.6
8,banana,unknown,140.0,2.9,22.4,0.84
1,apple,fuji,206.0,6.4,6.9,0.8
4,lemon,meyer,114.0,7.3,7.8,0.73
27,starfruit,unknown,66.0,5.5,10.7,0.77
15,kiwi,unknown,106.0,4.8,6.6,0.66
5,pear,unknown,165.0,6.5,8.7,0.76
10,tomato,unknown,73.0,6.2,5.1,0.61
8,banana,unknown,101.0,3.9,19.3,0.85
8,banana,unknown,100.0,3.5,13.5,0.87
14,pineapple,unknown,1333.0,13.6,18.1,0.85
15,kiwi,unknown,70.0,5.4,5.9,0.71
1,apple,fuji,153.0,7.1,7.8,0.8
22,lime,unknown,53.0,4.1,4.8,0.56
6,peach,unknown,152.0,8.1,5.8,0.89
2,mandarin,clementine,85.0,5.7,4.3,0.84
27,starfruit,unknown,84.0,6.3,9.7,0.72
8,banana,unknown,85.0,3.3,18.0,0.93
3,orange,valencia,147.0,6.2,8.5,0.78
9,pomegranate,unknown,326.0,7.1,9.1,0.67
3,orange,valencia,194.0,7.1,7.9,0.79
1,apple,fuji,177.0,7.3,6.6,0.78
17,avocado,unknown,170.0,5.9,8.5,0.54
26,lychee,unknown,33.0,4.0,3.6,0.82
18,papaya,unknown,447.0,9.5,19.8,0.78
20,guava,unknown,179.0,5.9,7.7,0.67
8,banana,unknown,132.0,3.4,18.7,0.8
3,orange,valencia,163.0,7.1,8.0,0.76
2,mandarin,clementine,83.0,5.2,4.9,0.75
1,apple,fuji,172.0,7.8,6.2,0.73
26,lychee,unknown,25.0,3.6,3.8,0.87
22,lime,unknown,48.0,4.4,4.7,0.49
12,grape,unknown,8.0,1.9,2.5,0.63
16,cherry,unknown,10.0,2.6,2.0,0.85
5,pear,unknown,139.0,6.8,10.6,0.72
9,pomegranate,unknown,254.0,8.4,8.5,0.6
23,grapefruit,unknown,402.0,11.3,11.5,0.79
10,tomato,unknown,86.0,5.2,5.5,0.66
12,grape,unknown,9.0,1.9,2.1,0.62
1,apple,fuji,143.0,6.4,7.5,0.82
28,persimmon,unknown,183.0,8.2,4.8,0.78
19,dragon_fruit,unknown,351.0,7.2,11.2,0.86
25,coconut,unknown,965.0,14.1,15.1,0.56
14,pineapple,unknown,1459.0,13.2,20.3,0.8
12,grape,unknown,6.0,1.8,2.3,0.56
24,durian,unknown,1462.0,17.8,23.2,0.63
4,lemon,meyer,144.0,6.2,8.1,0.71
8,banana,unknown,111.0,3.6,19.1,0.89
11,strawberry,unknown,18.0,2.8,4.3,0.87
17,avocado,unknown,199.0,7.6,9.2,0.46
14,pineapple,unknown,1335.0,13.2,22.6,0.75
26,lychee,unknown,28.0,3.1,3.2,0.82
10,tomato,unknown,110.0,7.1,5.5,0.62
30,apricot,unknown,40.0,3.6,4.1,0.74
3,orange,valencia,182.0,6.7,7.0,0.76
27,starfruit,unknown,70.0,5.9,11.7,0.7
9,pomegranate,unknown,297.0,10.8,8.9,0.57
5,pear,unknown,168.0,5.3,7.8,0.71
21,plum,unknown,62.0,5.6,5.3,0.65
23,grapefruit,unknown,367.0,9.8,12.3,0.79
19,dragon_fruit,unknown,283.0,8.6,13.9,0.9
10,tomato,unknown,97.0,6.0,5.3,0.62
7,mango,unknown,254.0,7.3,13.4,0.86
10,tomato,unknown,112.0,6.1,5.6,0.55
18,papaya,unknown,381.0,8.6,20.4,0.74
29,passion_fruit,unknown,47.0,5.2,6.6,0.69
12,grape,unknown,10.0,2.0,2.7,0.62
7,mango,unknown,223.0,8.2,12.2,0.83
3,orange,valencia,136.0,8.0,8.8,0.78
4,lemon,meyer,148.0,6.4,7.9,0.71
28,persimmon,unknown,155.0,8.1,6.7,0.76
20,guava,unknown,124.0,6.1,6.0,0.65
9,pomegranate,unknown,302.0,9.6,8.8,0.54
9,pomegranate,unknown,279.0,9.5,9.1,0.55
17,avocado,unknown,183.0,6.9,8.2,0.52
2,mandarin,clementine,83.0,6.4,3.6,0.89
16,cherry,unknown,11.0,2.1,2.3,0.92
19,dragon_fruit,unknown,286.0,10.0,12.6,0.86
13,watermelon,unknown,2811.0,21.3,33.1,0.55
13,watermelon,unknown,2139.0,21.3,34.2,0.52
13,watermelon,unknown,2531.0,18.7,35.3,0.57
17,avocado,unknown,169.0,6.5,8.9,0.53
29,passion_fruit,unknown,57.0,4.9,5.9,0.67
15,kiwi,unknown,71.0,4.8,7.2,0.63
5,pear,unknown,141.0,6.4,9.9,0.77
27,starfruit,unknown,99.0,5.5,14.2,0.72
13,watermelon,unknown,2493.0,19.5,27.2,0.52
9,pomegranate,unknown,345.0,8.9,9.0,0.6
28,persimmon,unknown,222.0,7.2,5.6,0.81
5,pear,unknown,189.0,6.6,8.3,0.77
6,peach,unknown,148.0,7.5,6.2,0.82
18,papaya,unknown,506.0,11.3,20.6,0.77
3,orange,valencia,89.0,6.3,6.8,0.77
26,lychee,unknown,22.0,4.1,3.4,0.82
10,tomato,unknown,96.0,6.7,5.2,0.72
19,dragon_fruit,unknown,377.0,9.7,11.4,0.89
28,persimmon,unknown,199.0,7.4,6.6,0.84
9,pomegranate,unknown,266.0,9.0,9.4,0.66
13,watermelon,unknown,2748.0,16.9,24.0,0.6
21,plum,unknown,55.0,5.2,5.5,0.67
18,papaya,unknown,556.0,8.3,19.4,0.79
9,pomegranate,unknown,353.0,9.6,8.7,0.59
21,plum,unknown,43.0,4.5,4.9,0.68
21,plum,unknown,52.0,5.2,5.4,0.76
7,mango,unknown,255.0,7.0,12.8,0.8
29,passion_fruit,unknown,45.0,4.9,5.7,0.65
14,pineapple,unknown,1352.0,15.2,21.2,0.73
21,plum,unknown,61.0,4.6,4.5,0.71
15,kiwi,unknown,94.0,5.2,6.6,0.66
9,pomegranate,unknown,298.0,7.9,8.5,0.59
3,orange,valencia,206.0,7.8,6.9,0.74
17,avocado,unknown,151.0,6.2,8.5,0.55
21,plum,unknown,77.0,6.1,4.1,0.68
20,guava,unknown,132.0,6.2,6.2,0.64
26,lychee,unknown,30.0,4.1,3.6,0.88
21,plum,unknown,66.0,4.9,4.7,0.72
9,pomegranate,unknown,248.0,8.9,8.2,0.55
23,grapefruit,unknown,322.0,9.7,11.9,0.77
11,strawberry,unknown,26.0,3.5,3.9,0.96
4,lemon,meyer,113.0,6.8,8.6,0.75
21,plum,unknown,56.0,4.8,5.5,0.67
3,orange,valencia,177.0,6.9,6.2,0.75
6,peach,unknown,140.0,7.0,7.6,0.8
15,kiwi,unknown,76.0,5.5,6.1,0.67
23,grapefruit,unknown,427.0,10.8,10.4,0.78
10,tomato,unknown,61.0,6.4,6.1,0.68
7,mango,unknown,278.0,7.9,10.7,0.88
16,cherry,unknown,12.0,2.6,2.3,0.97
19,dragon_fruit,unknown,357.0,8.3,13.2,0.86
16,cherry,unknown,9.0,2.5,2.3,0.92
21,plum,unknown,54.0,4.9,5.5,0.68
7,mango,unknown,208.0,6.8,12.3,0.81
5,pear,unknown,142.0,6.7,10.1,0.76
10,tomato,unknown,80.0,6.6,5.4,0.66
4,lemon,meyer,123.0,5.9,7.7,0.75
14,pineapple,unknown,1441.0,12.6,20.0,0.72
17,avocado,unknown,173.0,6.1,9.6,0.5
1,apple,fuji,159.0,7.3,6.1,0.76
26,lychee,unknown,23.0,3.5,3.7,0.87
18,papaya,unknown,466.0,9.4,21.4,0.73
29,passion_fruit,unknown,30.0,4.7,5.9,0.66
7,mango,unknown,173.0,7.9,9.4,0.82
15,kiwi,unknown,79.0,6.1,6.8,0.67
20,guava,unknown,136.0,5.8,6.6,0.62
12,grape,unknown,8.0,2.0,2.1,0.64
28,persimmon,unknown,163.0,6.6,6.0,0.76
25,coconut,unknown,1404.0,17.3,15.0,0.63
6,peach,unknown,142.0,5.4,7.4,0.86
5,pear,unknown,188.0,8.1,8.4,0.72
13,watermelon,unknown,2340.0,22.1,32.2,0.58
15,kiwi,unknown,74.0,4.3,5.6,0.65
11,strawberry,unknown,18.0,3.1,3.9,0.89
22,lime,unknown,60.0,4.3,5.3,0.58
21,plum,unknown,75.0,5.6,5.3,0.74
5,pear,unknown,184.0,7.2,9.1,0.78
7,mango,unknown,291.0,6.4,12.4,0.85
7,mango,unknown,185.0,7.7,14.5,0.85
12,grape,unknown,9.0,2.1,2.4,0.54
7,mango,unknown,266.0,7.7,11.8,0.8
23,grapefruit,unknown,502.0,10.3,12.3,0.68
11,strawberry,unknown,23.0,3.2,4.4,0.87
26,lychee,unknown,24.0,3.7,3.8,0.79
16,cherry,unknown,11.0,2.8,2.1,0.93
2,mandarin,clementine,97.0,6.0,4.3,0.86
27,starfruit,unknown,99.0,5.6,10.9,0.74
2,mandarin,clementine,94.0,5.7,3.7,0.89
8,banana,unknown,118.0,3.8,18.7,0.85
1,apple,fuji,193.0,7.2,7.5,0.78
16,cherry,unknown,10.0,2.7,2.5,0.96
1,apple,fuji,149.0,8.3,6.6,0.89
10,tomato,unknown,94.0,5.6,5.6,0.66
11,strawberry,unknown,23.0,3.1,4.0,0.92
8,banana,unknown,121.0,3.2,17.8,0.84
6,peach,unknown,150.0,7.9,6.9,0.84
21,plum,unknown,51.0,5.0,5.1,0.72
19,dragon_fruit,unknown,380.0,8.7,11.0,0.83
1,apple,fuji,154.0,6.5,6.0,0.8
14,pineapple,unknown,1733.0,13.9,20.5,0.73
5,pear,unknown,170.0,6.1,8.7,0.68
23,grapefruit,unknown,494.0,10.7,10.3,0.73
5,pear,unknown,161.0,7.0,8.1,0.7
22,lime,unknown,55.0,4.1,5.5,0.47
15,kiwi,unknown,78.0,5.6,6.9,0.7
1,apple,fuji,156.0,7.3,7.2,0.8
3,orange,valencia,169.0,7.7,7.5,0.82
12,grape,unknown,11.0,2.0,2.6,0.56
26,lychee,unknown,24.0,3.3,3.1,0.87
15,kiwi,unknown,89.0,4.3,5.4,0.69
3,orange,valencia,127.0,7.2,7.2,0.78
28,persimmon,unknown,221.0,8.1,6.0,0.89
16,cherry,unknown,10.0,2.7,2.4,0.98
13,watermelon,unknown,2414.0,17.7,29.7,0.59
30,apricot,unknown,40.0,3.8,4.0,0.84
8,banana,unknown,125.0,2.8,16.1,0.9
29,passion_fruit,unknown,35.0,5.6,6.2,0.68
1,apple,fuji,126.0,7.2,7.4,0.8
8,banana,unknown,109.0,3.8,17.6,0.86
8,banana,unknown,135.0,3.2,18.6,0.91
30,apricot,unknown,50.0,3.5,4.3,0.7
27,starfruit,unknown,93.0,5.9,9.6,0.67
2,mandarin,clementine,82.0,6.0,4.8,0.85
13,watermelon,unknown,2433.0,20.7,32.7,0.51
21,plum,unknown,50.0,4.4,4.7,0.67
2,mandarin,clementine,71.0,5.3,4.4,0.79
20,guava,unknown,164.0,7.1,5.8,0.57
3,orange,valencia,170.0,7.3,8.0,0.77
26,lychee,unknown,23.0,3.7,4.4,0.85
12,grape,unknown,8.0,2.1,2.6,0.57
29,passion_fruit,unknown,36.0,5.6,5.1,0.63
17,avocado,unknown,166.0,6.1,8.0,0.45
25,coconut,unknown,1163.0,14.2,18.2,0.6
14,pineapple,unknown,1280.0,12.3,24.5,0.78
21,plum,unknown,57.0,5.7,4.6,0.68
12,grape,unknown,7.0,2.2,3.0,0.58
8,banana,unknown,142.0,3.4,15.8,0.87
20,guava,unknown,126.0,7.0,5.4,0.55
21,plum,unknown,63.0,5.7,5.4,0.67
5,pear,unknown,145.0,7.6,8.1,0.73
30,apricot,unknown,47.0,3.5,3.6,0.89
20,guava,unknown,204.0,5.8,6.2,0.62
11,strawberry,unknown,20.0,3.2,4.0,0.97
15,kiwi,unknown,70.0,4.6,7.0,0.69
5,pear,unknown,175.0,7.2,7.7,0.69
30,apricot,unknown,46.0,4.3,4.3,0.77
14,pineapple,unknown,1586.0,14.3,18.8,0.72
8,banana,unknown,136.0,2.9,19.1,0.86
19,dragon_fruit,unknown,322.0,7.6,11.6,0.86
15,kiwi,unknown,78.0,5.2,6.6,0.65
11,strawberry,unknown,16.0,2.5,3.9,0.93
4,lemon,meyer,148.0,6.8,8.9,0.76
10,tomato,unknown,75.0,6.4,6.0,0.6
16,cherry,unknown,9.0,2.5,2.0,0.99
11,strawberry,unknown,15.0,2.6,4.1,0.92
28,persimmon,unknown,212.0,6.9,6.6,0.76
2,mandarin,clementine,85.0,6.4,4.2,0.86
18,papaya,unknown,558.0,8.7,21.2,0.74
6,peach,unknown,169.0,6.5,7.9,0.89
17,avocado,unknown,170.0,7.3,10.5,0.46
5,pear,unknown,172.0,6.7,9.4,0.73
25,coconut,unknown,1109.0,13.9,20.6,0.57
5,pear,unknown,150.0,8.2,10.1,0.8
7,mango,unknown,248.0,8.0,12.0,0.75
24,durian,unknown,1914.0,16.9,27.1,0.61
26,lychee,unknown,30.0,3.5,4.0,0.85
21,plum,unknown,79.0,5.0,4.9,0.74
29,passion_fruit,unknown,47.0,4.1,5.2,0.65
23,grapefruit,unknown,322.0,13.1,11.2,0.79
23,grapefruit,unknown,420.0,12.5,11.2,0.74
23,grapefruit,unknown,439.0,12.0,10.4,0.66
3,orange,valencia,167.0,6.0,7.9,0.82
18,papaya,unknown,453.0,11.4,18.2,0.77
20,guava,unknown,156.0,5.4,6.3,0.6
6,peach,unknown,124.0,5.9,7.0,0.89
7,mango,unknown,283.0,7.6,11.6,0.84
19,dragon_fruit,unknown,254.0,9.0,10.7,0.83
16,cherry,unknown,11.0,2.7,1.8,0.96
13,watermelon,unknown,2784.0,20.1,29.5,0.53
16,cherry,unknown,9.0,2.4,2.4,0.98
18,papaya,unknown,444.0,9.6,17.4,0.72
4,lemon,meyer,152.0,5.2,8.2,0.73
20,guava,unknown,168.0,6.8,5.9,0.61
19,dragon_fruit,unknown,243.0,9.4,11.8,0.86
11,strawberry,unknown,24.0,3.0,4.1,0.93
17,avocado,unknown,142.0,7.0,10.1,0.5
3,orange,valencia,147.0,6.4,6.5,0.82
